,Itemset Number,Itemset,Support
2397,3,"('Monitor', 'Thermal Paste', 'Webcam')",15
2398,3,"('Monitor', 'UPS', 'USB Hub')",12
2399,3,"('Monitor', 'UPS', 'Webcam')",12
2400,3,"('Monitor', 'USB Hub', 'Webcam')",12
2401,3,"('Motherboard', 'Mouse', 'Network Card')",17
2402,3,"('Motherboard', 'Mouse', 'Optical Drive')",18
2403,3,"('Motherboard', 'Mouse', 'Power Supply')",15
2404,3,"('Motherboard', 'Mouse', 'RAM')",20
2405,3,"('Motherboard', 'Mouse', 'RGB Lighting')",19
2406,3,"('Motherboard', 'Mouse', 'SSD')",15
2407,3,"('Motherboard', 'Mouse', 'Sound Card')",14
2408,3,"('Motherboard', 'Mouse', 'Speakers')",20
2409,3,"('Motherboard', 'Mouse', 'Surge Protector')",22
2410,3,"('Motherboard', 'Mouse', 'Thermal Paste')",23
2411,3,"('Motherboard', 'Mouse', 'UPS')",17
2412,3,"('Motherboard', 'Mouse', 'USB Hub')",22
2413,3,"('Motherboard', 'Mouse', 'Webcam')",18
2414,3,"('Motherboard', 'Network Card', 'Optical Drive')",13
2415,3,"('Motherboard', 'Network Card', 'Power Supply')",12
2416,3,"('Motherboard', 'Network Card', 'RAM')",10
2417,3,"('Motherboard', 'Network Card', 'RGB Lighting')",10
2418,3,"('Motherboard', 'Network Card', 'SSD')",19
2419,3,"('Motherboard', 'Network Card', 'Sound Card')",16
2420,3,"('Motherboard', 'Network Card', 'Speakers')",13
2421,3,"('Motherboard', 'Network Card', 'Surge Protector')",16
2422,3,"('Motherboard', 'Network Card', 'Thermal Paste')",15
2423,3,"('Motherboard', 'Network Card', 'UPS')",14
2424,3,"('Motherboard', 'Network Card', 'USB Hub')",10
2425,3,"('Motherboard', 'Network Card', 'Webcam')",10
2426,3,"('Motherboard', 'Optical Drive', 'Power Supply')",17
2427,3,"('Motherboard', 'Optical Drive', 'RAM')",15
2428,3,"('Motherboard', 'Optical Drive', 'RGB Lighting')",13
2429,3,"('Motherboard', 'Optical Drive', 'SSD')",15
2430,3,"('Motherboard', 'Optical Drive', 'Sound Card')",16
2431,3,"('Motherboard', 'Optical Drive', 'Speakers')",14
2432,3,"('Motherboard', 'Optical Drive', 'Surge Protector')",14
2433,3,"('Motherboard', 'Optical Drive', 'Thermal Paste')",23
2434,3,"('Motherboard', 'Optical Drive', 'UPS')",18
2435,3,"('Motherboard', 'Optical Drive', 'USB Hub')",14
2436,3,"('Motherboard', 'Optical Drive', 'Webcam')",20
2437,3,"('Motherboard', 'Power Supply', 'RAM')",15
2438,3,"('Motherboard', 'Power Supply', 'RGB Lighting')",15
2439,3,"('Motherboard', 'Power Supply', 'SSD')",15
2440,3,"('Motherboard', 'Power Supply', 'Sound Card')",16
2441,3,"('Motherboard', 'Power Supply', 'Speakers')",12
2442,3,"('Motherboard', 'Power Supply', 'Surge Protector')",18
2443,3,"('Motherboard', 'Power Supply', 'Thermal Paste')",19
2444,3,"('Motherboard', 'Power Supply', 'UPS')",25
2445,3,"('Motherboard', 'Power Supply', 'USB Hub')",16
2446,3,"('Motherboard', 'Power Supply', 'Webcam')",14
2447,3,"('Motherboard', 'RAM', 'RGB Lighting')",15
2448,3,"('Motherboard', 'RAM', 'SSD')",18
2449,3,"('Motherboard', 'RAM', 'Sound Card')",16
2450,3,"('Motherboard', 'RAM', 'Speakers')",11
2451,3,"('Motherboard', 'RAM', 'Surge Protector')",19
2452,3,"('Motherboard', 'RAM', 'Thermal Paste')",16
2453,3,"('Motherboard', 'RAM', 'UPS')",20
2454,3,"('Motherboard', 'RAM', 'USB Hub')",19
2455,3,"('Motherboard', 'RAM', 'Webcam')",15
2456,3,"('Motherboard', 'RGB Lighting', 'SSD')",14
2457,3,"('Motherboard', 'RGB Lighting', 'Sound Card')",12
2458,3,"('Motherboard', 'RGB Lighting', 'Speakers')",19
2459,3,"('Motherboard', 'RGB Lighting', 'Surge Protector')",14
2460,3,"('Motherboard', 'RGB Lighting', 'Thermal Paste')",17
2461,3,"('Motherboard', 'RGB Lighting', 'UPS')",21
2462,3,"('Motherboard', 'RGB Lighting', 'USB Hub')",17
2463,3,"('Motherboard', 'RGB Lighting', 'Webcam')",16
2464,3,"('Motherboard', 'SSD', 'Sound Card')",19
2465,3,"('Motherboard', 'SSD', 'Speakers')",20
2466,3,"('Motherboard', 'SSD', 'Surge Protector')",19
2467,3,"('Motherboard', 'SSD', 'Thermal Paste')",21
2468,3,"('Motherboard', 'SSD', 'UPS')",15
2469,3,"('Motherboard', 'SSD', 'USB Hub')",18
2470,3,"('Motherboard', 'SSD', 'Webcam')",21
2471,3,"('Motherboard', 'Sound Card', 'Speakers')",12
2472,3,"('Motherboard', 'Sound Card', 'Surge Protector')",15
2473,3,"('Motherboard', 'Sound Card', 'Thermal Paste')",21
2474,3,"('Motherboard', 'Sound Card', 'UPS')",23
2475,3,"('Motherboard', 'Sound Card', 'USB Hub')",15
2476,3,"('Motherboard', 'Sound Card', 'Webcam')",15
2477,3,"('Motherboard', 'Speakers', 'Surge Protector')",20
2478,3,"('Motherboard', 'Speakers', 'Thermal Paste')",14
2479,3,"('Motherboard', 'Speakers', 'UPS')",16
2480,3,"('Motherboard', 'Speakers', 'USB Hub')",20
2481,3,"('Motherboard', 'Speakers', 'Webcam')",17
2482,3,"('Motherboard', 'Surge Protector', 'Thermal Paste')",25
2483,3,"('Motherboard', 'Surge Protector', 'UPS')",27
2484,3,"('Motherboard', 'Surge Protector', 'USB Hub')",19
2485,3,"('Motherboard', 'Surge Protector', 'Webcam')",24
2486,3,"('Motherboard', 'Thermal Paste', 'UPS')",23
2487,3,"('Motherboard', 'Thermal Paste', 'USB Hub')",18
2488,3,"('Motherboard', 'Thermal Paste', 'Webcam')",21
2489,3,"('Motherboard', 'UPS', 'USB Hub')",17
2490,3,"('Motherboard', 'UPS', 'Webcam')",11
2491,3,"('Motherboard', 'USB Hub', 'Webcam')",18
2492,3,"('Mouse', 'Network Card', 'Optical Drive')",16
2493,3,"('Mouse', 'Network Card', 'Power Supply')",10
2494,3,"('Mouse', 'Network Card', 'RAM')",13
2495,3,"('Mouse', 'Network Card', 'RGB Lighting')",18
2496,3,"('Mouse', 'Network Card', 'SSD')",18
2497,3,"('Mouse', 'Network Card', 'Sound Card')",21
2498,3,"('Mouse', 'Network Card', 'Speakers')",14
2499,3,"('Mouse', 'Network Card', 'Surge Protector')",14
2500,3,"('Mouse', 'Network Card', 'Thermal Paste')",16
2501,3,"('Mouse', 'Network Card', 'UPS')",21
2502,3,"('Mouse', 'Network Card', 'USB Hub')",12
2503,3,"('Mouse', 'Network Card', 'Webcam')",15
2504,3,"('Mouse', 'Optical Drive', 'Power Supply')",17
2505,3,"('Mouse', 'Optical Drive', 'RAM')",14
2506,3,"('Mouse', 'Optical Drive', 'RGB Lighting')",16
2507,3,"('Mouse', 'Optical Drive', 'SSD')",15
2508,3,"('Mouse', 'Optical Drive', 'Sound Card')",25
2509,3,"('Mouse', 'Optical Drive', 'Speakers')",17
2510,3,"('Mouse', 'Optical Drive', 'Surge Protector')",12
2511,3,"('Mouse', 'Optical Drive', 'Thermal Paste')",21
2512,3,"('Mouse', 'Optical Drive', 'UPS')",13
2513,3,"('Mouse', 'Optical Drive', 'USB Hub')",13
2514,3,"('Mouse', 'Optical Drive', 'Webcam')",13
2515,3,"('Mouse', 'Power Supply', 'RAM')",13
2516,3,"('Mouse', 'Power Supply', 'RGB Lighting')",16
2517,3,"('Mouse', 'Power Supply', 'SSD')",18
2518,3,"('Mouse', 'Power Supply', 'Sound Card')",14
2519,3,"('Mouse', 'Power Supply', 'Speakers')",17
2520,3,"('Mouse', 'Power Supply', 'Surge Protector')",22
2521,3,"('Mouse', 'Power Supply', 'Thermal Paste')",19
2522,3,"('Mouse', 'Power Supply', 'UPS')",21
2523,3,"('Mouse', 'Power Supply', 'USB Hub')",19
2524,3,"('Mouse', 'Power Supply', 'Webcam')",13
2525,3,"('Mouse', 'RAM', 'RGB Lighting')",18
2526,3,"('Mouse', 'RAM', 'SSD')",20
2527,3,"('Mouse', 'RAM', 'Sound Card')",17
2528,3,"('Mouse', 'RAM', 'Speakers')",13
2529,3,"('Mouse', 'RAM', 'Surge Protector')",18
2530,3,"('Mouse', 'RAM', 'Thermal Paste')",19
2531,3,"('Mouse', 'RAM', 'UPS')",15
2532,3,"('Mouse', 'RAM', 'USB Hub')",15
2533,3,"('Mouse', 'RAM', 'Webcam')",14
2534,3,"('Mouse', 'RGB Lighting', 'SSD')",21
2535,3,"('Mouse', 'RGB Lighting', 'Sound Card')",20
2536,3,"('Mouse', 'RGB Lighting', 'Speakers')",18
2537,3,"('Mouse', 'RGB Lighting', 'Surge Protector')",20
2538,3,"('Mouse', 'RGB Lighting', 'Thermal Paste')",22
2539,3,"('Mouse', 'RGB Lighting', 'UPS')",21
2540,3,"('Mouse', 'RGB Lighting', 'USB Hub')",17
2541,3,"('Mouse', 'RGB Lighting', 'Webcam')",15
2542,3,"('Mouse', 'SSD', 'Sound Card')",17
2543,3,"('Mouse', 'SSD', 'Speakers')",14
2544,3,"('Mouse', 'SSD', 'Surge Protector')",19
2545,3,"('Mouse', 'SSD', 'Thermal Paste')",18
2546,3,"('Mouse', 'SSD', 'UPS')",19
2547,3,"('Mouse', 'SSD', 'USB Hub')",20
2548,3,"('Mouse', 'SSD', 'Webcam')",15
2549,3,"('Mouse', 'Sound Card', 'Speakers')",18
2550,3,"('Mouse', 'Sound Card', 'Surge Protector')",13
2551,3,"('Mouse', 'Sound Card', 'Thermal Paste')",23
2552,3,"('Mouse', 'Sound Card', 'UPS')",22
2553,3,"('Mouse', 'Sound Card', 'USB Hub')",17
2554,3,"('Mouse', 'Sound Card', 'Webcam')",14
2555,3,"('Mouse', 'Speakers', 'Surge Protector')",17
2556,3,"('Mouse', 'Speakers', 'Thermal Paste')",17
2557,3,"('Mouse', 'Speakers', 'UPS')",18
2558,3,"('Mouse', 'Speakers', 'USB Hub')",18
2559,3,"('Mouse', 'Speakers', 'Webcam')",12
2560,3,"('Mouse', 'Surge Protector', 'Thermal Paste')",18
2561,3,"('Mouse', 'Surge Protector', 'UPS')",26
2562,3,"('Mouse', 'Surge Protector', 'USB Hub')",23
2563,3,"('Mouse', 'Surge Protector', 'Webcam')",20
2564,3,"('Mouse', 'Thermal Paste', 'UPS')",22
2565,3,"('Mouse', 'Thermal Paste', 'USB Hub')",16
2566,3,"('Mouse', 'Thermal Paste', 'Webcam')",20
2567,3,"('Mouse', 'UPS', 'USB Hub')",15
2568,3,"('Mouse', 'UPS', 'Webcam')",17
2569,3,"('Mouse', 'USB Hub', 'Webcam')",15
2570,3,"('Network Card', 'Optical Drive', 'RAM')",12
2571,3,"('Network Card', 'Optical Drive', 'RGB Lighting')",14
2572,3,"('Network Card', 'Optical Drive', 'SSD')",12
2573,3,"('Network Card', 'Optical Drive', 'Sound Card')",17
2574,3,"('Network Card', 'Optical Drive', 'Speakers')",15
2575,3,"('Network Card', 'Optical Drive', 'Surge Protector')",12
2576,3,"('Network Card', 'Optical Drive', 'Thermal Paste')",21
2577,3,"('Network Card', 'Optical Drive', 'UPS')",10
2578,3,"('Network Card', 'Optical Drive', 'Webcam')",14
2579,3,"('Network Card', 'Power Supply', 'RGB Lighting')",12
2580,3,"('Network Card', 'Power Supply', 'SSD')",14
2581,3,"('Network Card', 'Power Supply', 'Sound Card')",18
2582,3,"('Network Card', 'Power Supply', 'Thermal Paste')",11
2583,3,"('Network Card', 'Power Supply', 'UPS')",13
2584,3,"('Network Card', 'Power Supply', 'USB Hub')",14
2585,3,"('Network Card', 'RAM', 'RGB Lighting')",12
2586,3,"('Network Card', 'RAM', 'SSD')",13
2587,3,"('Network Card', 'RAM', 'Sound Card')",12
2588,3,"('Network Card', 'RAM', 'Speakers')",11
2589,3,"('Network Card', 'RAM', 'Surge Protector')",20
2590,3,"('Network Card', 'RAM', 'Thermal Paste')",11
2591,3,"('Network Card', 'RAM', 'UPS')",20
2592,3,"('Network Card', 'RAM', 'USB Hub')",11
2593,3,"('Network Card', 'RAM', 'Webcam')",18
2594,3,"('Network Card', 'RGB Lighting', 'SSD')",11
2595,3,"('Network Card', 'RGB Lighting', 'Sound Card')",10
2596,3,"('Network Card', 'RGB Lighting', 'Speakers')",13
2597,3,"('Network Card', 'RGB Lighting', 'Surge Protector')",14
2598,3,"('Network Card', 'RGB Lighting', 'Thermal Paste')",12
2599,3,"('Network Card', 'RGB Lighting', 'UPS')",18
2600,3,"('Network Card', 'RGB Lighting', 'USB Hub')",10
2601,3,"('Network Card', 'RGB Lighting', 'Webcam')",11
2602,3,"('Network Card', 'SSD', 'Sound Card')",19
2603,3,"('Network Card', 'SSD', 'Speakers')",13
2604,3,"('Network Card', 'SSD', 'Surge Protector')",14
2605,3,"('Network Card', 'SSD', 'UPS')",15
2606,3,"('Network Card', 'SSD', 'USB Hub')",12
2607,3,"('Network Card', 'SSD', 'Webcam')",10
2608,3,"('Network Card', 'Sound Card', 'Speakers')",13
2609,3,"('Network Card', 'Sound Card', 'Surge Protector')",14
2610,3,"('Network Card', 'Sound Card', 'Thermal Paste')",16
2611,3,"('Network Card', 'Sound Card', 'UPS')",22
2612,3,"('Network Card', 'Sound Card', 'USB Hub')",14
2613,3,"('Network Card', 'Sound Card', 'Webcam')",17
2614,3,"('Network Card', 'Speakers', 'Surge Protector')",12
2615,3,"('Network Card', 'Speakers', 'UPS')",16
2616,3,"('Network Card', 'Speakers', 'USB Hub')",10
2617,3,"('Network Card', 'Speakers', 'Webcam')",12
2618,3,"('Network Card', 'Surge Protector', 'Thermal Paste')",10
2619,3,"('Network Card', 'Surge Protector', 'UPS')",22
2620,3,"('Network Card', 'Surge Protector', 'USB Hub')",14
2621,3,"('Network Card', 'Surge Protector', 'Webcam')",21
2622,3,"('Network Card', 'Thermal Paste', 'UPS')",13
2623,3,"('Network Card', 'Thermal Paste', 'Webcam')",11
2624,3,"('Network Card', 'UPS', 'USB Hub')",14
2625,3,"('Network Card', 'UPS', 'Webcam')",13
2626,3,"('Optical Drive', 'Power Supply', 'RAM')",13
2627,3,"('Optical Drive', 'Power Supply', 'RGB Lighting')",18
2628,3,"('Optical Drive', 'Power Supply', 'SSD')",14
2629,3,"('Optical Drive', 'Power Supply', 'Sound Card')",20
2630,3,"('Optical Drive', 'Power Supply', 'Speakers')",15
2631,3,"('Optical Drive', 'Power Supply', 'Surge Protector')",11
2632,3,"('Optical Drive', 'Power Supply', 'Thermal Paste')",19
2633,3,"('Optical Drive', 'Power Supply', 'UPS')",17
2634,3,"('Optical Drive', 'Power Supply', 'USB Hub')",22
2635,3,"('Optical Drive', 'Power Supply', 'Webcam')",14
2636,3,"('Optical Drive', 'RAM', 'RGB Lighting')",16
2637,3,"('Optical Drive', 'RAM', 'SSD')",16
2638,3,"('Optical Drive', 'RAM', 'Sound Card')",20
2639,3,"('Optical Drive', 'RAM', 'Speakers')",14
2640,3,"('Optical Drive', 'RAM', 'Surge Protector')",13
2641,3,"('Optical Drive', 'RAM', 'Thermal Paste')",12
2642,3,"('Optical Drive', 'RAM', 'UPS')",19
2643,3,"('Optical Drive', 'RAM', 'USB Hub')",16
2644,3,"('Optical Drive', 'RAM', 'Webcam')",13
2645,3,"('Optical Drive', 'RGB Lighting', 'SSD')",18
2646,3,"('Optical Drive', 'RGB Lighting', 'Sound Card')",20
2647,3,"('Optical Drive', 'RGB Lighting', 'Speakers')",15
2648,3,"('Optical Drive', 'RGB Lighting', 'Surge Protector')",14
2649,3,"('Optical Drive', 'RGB Lighting', 'Thermal Paste')",20
2650,3,"('Optical Drive', 'RGB Lighting', 'UPS')",16
2651,3,"('Optical Drive', 'RGB Lighting', 'USB Hub')",18
2652,3,"('Optical Drive', 'RGB Lighting', 'Webcam')",13
2653,3,"('Optical Drive', 'SSD', 'Sound Card')",20
2654,3,"('Optical Drive', 'SSD', 'Speakers')",15
2655,3,"('Optical Drive', 'SSD', 'Surge Protector')",11
2656,3,"('Optical Drive', 'SSD', 'Thermal Paste')",22
2657,3,"('Optical Drive', 'SSD', 'UPS')",14
2658,3,"('Optical Drive', 'SSD', 'USB Hub')",22
2659,3,"('Optical Drive', 'SSD', 'Webcam')",22
2660,3,"('Optical Drive', 'Sound Card', 'Speakers')",21
2661,3,"('Optical Drive', 'Sound Card', 'Surge Protector')",13
2662,3,"('Optical Drive', 'Sound Card', 'Thermal Paste')",23
2663,3,"('Optical Drive', 'Sound Card', 'UPS')",17
2664,3,"('Optical Drive', 'Sound Card', 'USB Hub')",14
2665,3,"('Optical Drive', 'Sound Card', 'Webcam')",24
2666,3,"('Optical Drive', 'Speakers', 'Surge Protector')",15
2667,3,"('Optical Drive', 'Speakers', 'Thermal Paste')",19
2668,3,"('Optical Drive', 'Speakers', 'UPS')",13
2669,3,"('Optical Drive', 'Speakers', 'USB Hub')",17
2670,3,"('Optical Drive', 'Speakers', 'Webcam')",19
2671,3,"('Optical Drive', 'Surge Protector', 'Thermal Paste')",19
2672,3,"('Optical Drive', 'Surge Protector', 'UPS')",15
2673,3,"('Optical Drive', 'Surge Protector', 'USB Hub')",16
2674,3,"('Optical Drive', 'Surge Protector', 'Webcam')",22
2675,3,"('Optical Drive', 'Thermal Paste', 'UPS')",20
2676,3,"('Optical Drive', 'Thermal Paste', 'USB Hub')",20
2677,3,"('Optical Drive', 'Thermal Paste', 'Webcam')",24
2678,3,"('Optical Drive', 'UPS', 'USB Hub')",18
2679,3,"('Optical Drive', 'UPS', 'Webcam')",15
2680,3,"('Optical Drive', 'USB Hub', 'Webcam')",18
2681,3,"('Power Supply', 'RAM', 'RGB Lighting')",13
2682,3,"('Power Supply', 'RAM', 'SSD')",13
2683,3,"('Power Supply', 'RAM', 'Sound Card')",14
2684,3,"('Power Supply', 'RAM', 'Surge Protector')",12
2685,3,"('Power Supply', 'RAM', 'Thermal Paste')",11
2686,3,"('Power Supply', 'RAM', 'UPS')",16
2687,3,"('Power Supply', 'RAM', 'USB Hub')",12
2688,3,"('Power Supply', 'RAM', 'Webcam')",12
2689,3,"('Power Supply', 'RGB Lighting', 'SSD')",21
2690,3,"('Power Supply', 'RGB Lighting', 'Sound Card')",16
2691,3,"('Power Supply', 'RGB Lighting', 'Speakers')",12
2692,3,"('Power Supply', 'RGB Lighting', 'Surge Protector')",17
2693,3,"('Power Supply', 'RGB Lighting', 'Thermal Paste')",20
2694,3,"('Power Supply', 'RGB Lighting', 'UPS')",17
2695,3,"('Power Supply', 'RGB Lighting', 'USB Hub')",21
2696,3,"('Power Supply', 'RGB Lighting', 'Webcam')",15
2697,3,"('Power Supply', 'SSD', 'Sound Card')",19
2698,3,"('Power Supply', 'SSD', 'Speakers')",16
2699,3,"('Power Supply', 'SSD', 'Surge Protector')",14
2700,3,"('Power Supply', 'SSD', 'Thermal Paste')",12
2701,3,"('Power Supply', 'SSD', 'UPS')",17
2702,3,"('Power Supply', 'SSD', 'USB Hub')",22
2703,3,"('Power Supply', 'SSD', 'Webcam')",14
2704,3,"('Power Supply', 'Sound Card', 'Speakers')",13
2705,3,"('Power Supply', 'Sound Card', 'Surge Protector')",11
2706,3,"('Power Supply', 'Sound Card', 'Thermal Paste')",15
2707,3,"('Power Supply', 'Sound Card', 'UPS')",21
2708,3,"('Power Supply', 'Sound Card', 'USB Hub')",20
2709,3,"('Power Supply', 'Sound Card', 'Webcam')",12
2710,3,"('Power Supply', 'Speakers', 'Surge Protector')",17
2711,3,"('Power Supply', 'Speakers', 'Thermal Paste')",15
2712,3,"('Power Supply', 'Speakers', 'UPS')",19
2713,3,"('Power Supply', 'Speakers', 'USB Hub')",17
2714,3,"('Power Supply', 'Speakers', 'Webcam')",15
2715,3,"('Power Supply', 'Surge Protector', 'Thermal Paste')",18
2716,3,"('Power Supply', 'Surge Protector', 'UPS')",24
2717,3,"('Power Supply', 'Surge Protector', 'USB Hub')",17
2718,3,"('Power Supply', 'Surge Protector', 'Webcam')",15
2719,3,"('Power Supply', 'Thermal Paste', 'UPS')",20
2720,3,"('Power Supply', 'Thermal Paste', 'USB Hub')",21
2721,3,"('Power Supply', 'Thermal Paste', 'Webcam')",17
2722,3,"('Power Supply', 'UPS', 'USB Hub')",22
2723,3,"('Power Supply', 'UPS', 'Webcam')",12
2724,3,"('Power Supply', 'USB Hub', 'Webcam')",21
2725,3,"('RAM', 'RGB Lighting', 'SSD')",16
2726,3,"('RAM', 'RGB Lighting', 'Sound Card')",22
2727,3,"('RAM', 'RGB Lighting', 'Speakers')",18
2728,3,"('RAM', 'RGB Lighting', 'Surge Protector')",16
2729,3,"('RAM', 'RGB Lighting', 'Thermal Paste')",15
2730,3,"('RAM', 'RGB Lighting', 'UPS')",22
2731,3,"('RAM', 'RGB Lighting', 'USB Hub')",14
2732,3,"('RAM', 'RGB Lighting', 'Webcam')",15
2733,3,"('RAM', 'SSD', 'Sound Card')",15
2734,3,"('RAM', 'SSD', 'Speakers')",13
2735,3,"('RAM', 'SSD', 'Surge Protector')",23
2736,3,"('RAM', 'SSD', 'Thermal Paste')",16
2737,3,"('RAM', 'SSD', 'UPS')",17
2738,3,"('RAM', 'SSD', 'USB Hub')",19
2739,3,"('RAM', 'SSD', 'Webcam')",17
2740,3,"('RAM', 'Sound Card', 'Speakers')",21
2741,3,"('RAM', 'Sound Card', 'Surge Protector')",12
2742,3,"('RAM', 'Sound Card', 'Thermal Paste')",12
2743,3,"('RAM', 'Sound Card', 'UPS')",20
2744,3,"('RAM', 'Sound Card', 'USB Hub')",13
2745,3,"('RAM', 'Sound Card', 'Webcam')",12
2746,3,"('RAM', 'Speakers', 'Surge Protector')",13
2747,3,"('RAM', 'Speakers', 'Thermal Paste')",15
2748,3,"('RAM', 'Speakers', 'UPS')",18
2749,3,"('RAM', 'Speakers', 'USB Hub')",14
2750,3,"('RAM', 'Speakers', 'Webcam')",18
2751,3,"('RAM', 'Surge Protector', 'Thermal Paste')",15
2752,3,"('RAM', 'Surge Protector', 'UPS')",21
2753,3,"('RAM', 'Surge Protector', 'USB Hub')",19
2754,3,"('RAM', 'Surge Protector', 'Webcam')",21
2755,3,"('RAM', 'Thermal Paste', 'UPS')",21
2756,3,"('RAM', 'Thermal Paste', 'USB Hub')",18
2757,3,"('RAM', 'Thermal Paste', 'Webcam')",12
2758,3,"('RAM', 'UPS', 'USB Hub')",14
2759,3,"('RAM', 'UPS', 'Webcam')",12
2760,3,"('RAM', 'USB Hub', 'Webcam')",14
2761,3,"('RGB Lighting', 'SSD', 'Sound Card')",13
2762,3,"('RGB Lighting', 'SSD', 'Speakers')",16
2763,3,"('RGB Lighting', 'SSD', 'Surge Protector')",18
2764,3,"('RGB Lighting', 'SSD', 'Thermal Paste')",18
2765,3,"('RGB Lighting', 'SSD', 'UPS')",17
2766,3,"('RGB Lighting', 'SSD', 'USB Hub')",20
2767,3,"('RGB Lighting', 'SSD', 'Webcam')",18
2768,3,"('RGB Lighting', 'Sound Card', 'Speakers')",17
2769,3,"('RGB Lighting', 'Sound Card', 'Surge Protector')",15
2770,3,"('RGB Lighting', 'Sound Card', 'Thermal Paste')",21
2771,3,"('RGB Lighting', 'Sound Card', 'UPS')",16
2772,3,"('RGB Lighting', 'Sound Card', 'USB Hub')",13
2773,3,"('RGB Lighting', 'Sound Card', 'Webcam')",19
2774,3,"('RGB Lighting', 'Speakers', 'Surge Protector')",11
2775,3,"('RGB Lighting', 'Speakers', 'Thermal Paste')",18
2776,3,"('RGB Lighting', 'Speakers', 'UPS')",13
2777,3,"('RGB Lighting', 'Speakers', 'USB Hub')",18
2778,3,"('RGB Lighting', 'Speakers', 'Webcam')",19
2779,3,"('RGB Lighting', 'Surge Protector', 'Thermal Paste')",14
2780,3,"('RGB Lighting', 'Surge Protector', 'UPS')",26
2781,3,"('RGB Lighting', 'Surge Protector', 'USB Hub')",16
2782,3,"('RGB Lighting', 'Surge Protector', 'Webcam')",14
2783,3,"('RGB Lighting', 'Thermal Paste', 'UPS')",22
2784,3,"('RGB Lighting', 'Thermal Paste', 'USB Hub')",17
2785,3,"('RGB Lighting', 'Thermal Paste', 'Webcam')",14
2786,3,"('RGB Lighting', 'UPS', 'USB Hub')",18
2787,3,"('RGB Lighting', 'UPS', 'Webcam')",15
2788,3,"('RGB Lighting', 'USB Hub', 'Webcam')",14
2789,3,"('SSD', 'Sound Card', 'Speakers')",15
2790,3,"('SSD', 'Sound Card', 'Surge Protector')",12
2791,3,"('SSD', 'Sound Card', 'Thermal Paste')",20
2792,3,"('SSD', 'Sound Card', 'UPS')",18
2793,3,"('SSD', 'Sound Card', 'USB Hub')",22
2794,3,"('SSD', 'Sound Card', 'Webcam')",16
2795,3,"('SSD', 'Speakers', 'Surge Protector')",17
2796,3,"('SSD', 'Speakers', 'Thermal Paste')",15
2797,3,"('SSD', 'Speakers', 'UPS')",14
2798,3,"('SSD', 'Speakers', 'USB Hub')",20
2799,3,"('SSD', 'Speakers', 'Webcam')",18
2800,3,"('SSD', 'Surge Protector', 'Thermal Paste')",14
2801,3,"('SSD', 'Surge Protector', 'UPS')",17
2802,3,"('SSD', 'Surge Protector', 'USB Hub')",25
2803,3,"('SSD', 'Surge Protector', 'Webcam')",21
2804,3,"('SSD', 'Thermal Paste', 'UPS')",16
2805,3,"('SSD', 'Thermal Paste', 'USB Hub')",18
2806,3,"('SSD', 'Thermal Paste', 'Webcam')",22
2807,3,"('SSD', 'UPS', 'USB Hub')",15
2808,3,"('SSD', 'UPS', 'Webcam')",12
2809,3,"('SSD', 'USB Hub', 'Webcam')",18
2810,3,"('Sound Card', 'Speakers', 'Surge Protector')",15
2811,3,"('Sound Card', 'Speakers', 'Thermal Paste')",21
2812,3,"('Sound Card', 'Speakers', 'UPS')",26
2813,3,"('Sound Card', 'Speakers', 'USB Hub')",16
2814,3,"('Sound Card', 'Speakers', 'Webcam')",24
2815,3,"('Sound Card', 'Surge Protector', 'Thermal Paste')",12
2816,3,"('Sound Card', 'Surge Protector', 'UPS')",23
2817,3,"('Sound Card', 'Surge Protector', 'USB Hub')",19
2818,3,"('Sound Card', 'Surge Protector', 'Webcam')",19
2819,3,"('Sound Card', 'Thermal Paste', 'UPS')",24
2820,3,"('Sound Card', 'Thermal Paste', 'USB Hub')",18
2821,3,"('Sound Card', 'Thermal Paste', 'Webcam')",16
2822,3,"('Sound Card', 'UPS', 'USB Hub')",20
2823,3,"('Sound Card', 'UPS', 'Webcam')",16
2824,3,"('Sound Card', 'USB Hub', 'Webcam')",12
2825,3,"('Speakers', 'Surge Protector', 'Thermal Paste')",15
2826,3,"('Speakers', 'Surge Protector', 'UPS')",20
2827,3,"('Speakers', 'Surge Protector', 'USB Hub')",19
2828,3,"('Speakers', 'Surge Protector', 'Webcam')",22
2829,3,"('Speakers', 'Thermal Paste', 'UPS')",17
2830,3,"('Speakers', 'Thermal Paste', 'USB Hub')",16
2831,3,"('Speakers', 'Thermal Paste', 'Webcam')",15
2832,3,"('Speakers', 'UPS', 'USB Hub')",15
2833,3,"('Speakers', 'UPS', 'Webcam')",13
2834,3,"('Speakers', 'USB Hub', 'Webcam')",12
2835,3,"('Surge Protector', 'Thermal Paste', 'UPS')",17
2836,3,"('Surge Protector', 'Thermal Paste', 'USB Hub')",13
2837,3,"('Surge Protector', 'Thermal Paste', 'Webcam')",18
2838,3,"('Surge Protector', 'UPS', 'USB Hub')",21
2839,3,"('Surge Protector', 'UPS', 'Webcam')",18
2840,3,"('Surge Protector', 'USB Hub', 'Webcam')",24
2841,3,"('Thermal Paste', 'UPS', 'USB Hub')",19
2842,3,"('Thermal Paste', 'UPS', 'Webcam')",14
2843,3,"('Thermal Paste', 'USB Hub', 'Webcam')",10
